study_name,comments,part_id,language,item,known
CogMisp24,NA,P22,en,monkey,1
CogMisp24,NA,P22,en,mouth,1
CogMisp24,NA,P22,en,pizza,0
CogMisp24,NA,P22,en,table,0
CogMisp24,NA,P22,en,window,0
CogMisp24,NA,P22,fr,banane,1
CogMisp24,NA,P22,fr,bol,0
CogMisp24,NA,P22,fr,papillon,0
CogMisp24,NA,P22,fr,chocolat,0
CogMisp24,NA,P22,fr,biscuit,0
CogMisp24,NA,P22,fr,pied,0
CogMisp24,NA,P22,fr,girafe,0
CogMisp24,NA,P22,fr,singe,0
CogMisp24,NA,P22,fr,bouche,0
CogMisp24,NA,P22,fr,pizza,0
CogMisp24,NA,P22,fr,table,0
CogMisp24,NA,P22,fr,fenetre,0
CogMisp24,NA,P11,en,banana,1
CogMisp24,NA,P11,en,bowl,1
CogMisp24,NA,P11,en,butterfly,1
CogMisp24,NA,P11,en,chocolate,1
CogMisp24,NA,P11,en,cookie,1
CogMisp24,NA,P11,en,foot,1
CogMisp24,NA,P11,en,giraffe,1
CogMisp24,NA,P11,en,monkey,1
CogMisp24,NA,P11,en,mouth,1
CogMisp24,NA,P11,en,pizza,1
CogMisp24,NA,P11,en,table,1
CogMisp24,NA,P11,en,window,1
CogMisp24,NA,P11,fr,banane,1
CogMisp24,NA,P11,fr,bol,1
CogMisp24,NA,P11,fr,papillon,0
CogMisp24,NA,P11,fr,chocolat,1
CogMisp24,NA,P11,fr,biscuit,1
CogMisp24,NA,P11,fr,pied,0
CogMisp24,NA,P11,fr,girafe,1
CogMisp24,NA,P11,fr,singe,0
CogMisp24,NA,P11,fr,bouche,1
CogMisp24,NA,P11,fr,pizza,1
CogMisp24,NA,P11,fr,table,1
CogMisp24,NA,P11,fr,fenetre,0
CogMisp24,NA,P04,en,banana,1
CogMisp24,NA,P04,en,bowl,1
CogMisp24,NA,P04,en,butterfly,1
CogMisp24,NA,P04,en,chocolate,1
CogMisp24,NA,P04,en,cookie,1
CogMisp24,NA,P04,en,foot,1
CogMisp24,NA,P04,en,giraffe,1
CogMisp24,NA,P04,en,monkey,1
CogMisp24,NA,P04,en,mouth,1
CogMisp24,NA,P04,en,pizza,1
CogMisp24,NA,P04,en,table,1
CogMisp24,NA,P04,en,window,1
CogMisp24,NA,P04,fr,banane,1
CogMisp24,NA,P04,fr,bol,0
CogMisp24,NA,P04,fr,papillon,1
CogMisp24,NA,P04,fr,chocolat,1
CogMisp24,NA,P04,fr,biscuit,1
CogMisp24,NA,P04,fr,pied,1
CogMisp24,NA,P04,fr,girafe,1
CogMisp24,NA,P04,fr,singe,0
CogMisp24,NA,P04,fr,bouche,1
CogMisp24,NA,P04,fr,pizza,1
CogMisp24,NA,P04,fr,table,1
CogMisp24,NA,P04,fr,fenetre,1
CogMisp24,NA,P09,en,banana,1
CogMisp24,NA,P09,en,bowl,1
CogMisp24,NA,P09,en,butterfly,1
CogMisp24,NA,P09,en,chocolate,1
CogMisp24,NA,P09,en,cookie,1
CogMisp24,NA,P09,en,foot,1
CogMisp24,NA,P09,en,giraffe,0
CogMisp24,NA,P09,en,monkey,1
CogMisp24,NA,P09,en,mouth,1
CogMisp24,NA,P09,en,pizza,1
CogMisp24,NA,P09,en,table,1
CogMisp24,NA,P09,en,window,1
CogMisp24,NA,P09,fr,banane,0
CogMisp24,NA,P09,fr,bol,0
CogMisp24,NA,P09,fr,papillon,0
CogMisp24,NA,P09,fr,chocolat,1
CogMisp24,NA,P09,fr,biscuit,1
CogMisp24,NA,P09,fr,pied,0
CogMisp24,NA,P09,fr,girafe,0
CogMisp24,NA,P09,fr,singe,0
CogMisp24,NA,P09,fr,bouche,1
CogMisp24,NA,P09,fr,pizza,1
CogMisp24,NA,P09,fr,table,1
CogMisp24,NA,P09,fr,fenetre,0
CogMisp24,NA,P72,en,banana,1
CogMisp24,NA,P72,en,bowl,1
CogMisp24,NA,P72,en,butterfly,1
CogMisp24,NA,P72,en,chocolate,1
CogMisp24,NA,P72,en,cookie,1
CogMisp24,NA,P72,en,foot,1
CogMisp24,NA,P72,en,giraffe,1
CogMisp24,NA,P72,en,monkey,1
CogMisp24,NA,P72,en,mouth,1
CogMisp24,NA,P72,en,pizza,1
CogMisp24,NA,P72,en,table,1
CogMisp24,NA,P72,en,window,1
CogMisp24,NA,P72,fr,banane,0
CogMisp24,NA,P72,fr,bol,0
CogMisp24,NA,P72,fr,papillon,0
CogMisp24,NA,P72,fr,chocolat,0
CogMisp24,NA,P72,fr,biscuit,0
CogMisp24,NA,P72,fr,pied,0
CogMisp24,NA,P72,fr,girafe,0
CogMisp24,NA,P72,fr,singe,0
CogMisp24,NA,P72,fr,bouche,0
CogMisp24,NA,P72,fr,pizza,0
CogMisp24,NA,P72,fr,table,0
CogMisp24,NA,P72,fr,fenetre,0
CogMisp24,NA,P27,en,banana,1
CogMisp24,NA,P27,en,bowl,1
CogMisp24,NA,P27,en,butterfly,0
CogMisp24,NA,P27,en,chocolate,1
CogMisp24,NA,P27,en,cookie,1
CogMisp24,NA,P27,en,foot,1
CogMisp24,NA,P27,en,giraffe,0
CogMisp24,NA,P27,en,monkey,1
CogMisp24,NA,P27,en,mouth,1
CogMisp24,NA,P27,en,pizza,1
CogMisp24,NA,P27,en,table,1
CogMisp24,NA,P27,en,window,1
CogMisp24,NA,P27,fr,banane,1
CogMisp24,NA,P27,fr,bol,1
CogMisp24,NA,P27,fr,papillon,0
CogMisp24,NA,P27,fr,chocolat,1
CogMisp24,NA,P27,fr,biscuit,1
CogMisp24,NA,P27,fr,pied,1
CogMisp24,NA,P27,fr,girafe,0
CogMisp24,NA,P27,fr,singe,0
CogMisp24,NA,P27,fr,bouche,1
CogMisp24,NA,P27,fr,pizza,1
CogMisp24,NA,P27,fr,table,1
CogMisp24,NA,P27,fr,fenetre,1
CogMisp24,NA,P20,en,banana,1
CogMisp24,NA,P20,en,bowl,1
CogMisp24,NA,P20,en,butterfly,1
CogMisp24,NA,P20,en,chocolate,1
CogMisp24,NA,P20,en,cookie,1
CogMisp24,NA,P20,en,foot,1
CogMisp24,NA,P20,en,giraffe,1
CogMisp24,NA,P20,en,monkey,1
CogMisp24,NA,P20,en,mouth,1
CogMisp24,NA,P20,en,pizza,1
CogMisp24,NA,P20,en,table,1
CogMisp24,NA,P20,en,window,1
CogMisp24,NA,P20,fr,banane,1
CogMisp24,NA,P20,fr,bol,0
CogMisp24,NA,P20,fr,papillon,0
CogMisp24,NA,P20,fr,chocolat,1
CogMisp24,NA,P20,fr,biscuit,0
CogMisp24,NA,P20,fr,pied,0
CogMisp24,NA,P20,fr,girafe,1
CogMisp24,NA,P20,fr,singe,0
CogMisp24,NA,P20,fr,bouche,0
CogMisp24,NA,P20,fr,pizza,1
CogMisp24,NA,P20,fr,table,1
CogMisp24,NA,P20,fr,fenetre,0
CogMisp24,NA,P53,en,banana,1
CogMisp24,NA,P53,en,bowl,1
CogMisp24,NA,P53,en,butterfly,1
CogMisp24,NA,P53,en,chocolate,0
CogMisp24,NA,P53,en,cookie,1
CogMisp24,NA,P53,en,foot,1
CogMisp24,NA,P53,en,giraffe,1
CogMisp24,NA,P53,en,monkey,1
CogMisp24,NA,P53,en,mouth,1
CogMisp24,NA,P53,en,pizza,1
CogMisp24,NA,P53,en,table,1
CogMisp24,NA,P53,en,window,1
CogMisp24,NA,P53,fr,banane,1
CogMisp24,NA,P53,fr,bol,0
CogMisp24,NA,P53,fr,papillon,0
CogMisp24,NA,P53,fr,chocolat,0
CogMisp24,NA,P53,fr,biscuit,0
CogMisp24,NA,P53,fr,pied,0
CogMisp24,NA,P53,fr,girafe,0
CogMisp24,NA,P53,fr,singe,0
CogMisp24,NA,P53,fr,bouche,0
CogMisp24,NA,P53,fr,pizza,1
CogMisp24,NA,P53,fr,table,0
CogMisp24,NA,P53,fr,fenetre,0
CogMisp24,NA,P76,en,banana,1
CogMisp24,NA,P76,en,bowl,1
CogMisp24,NA,P76,en,butterfly,1
CogMisp24,NA,P76,en,chocolate,1
CogMisp24,NA,P76,en,cookie,1
CogMisp24,NA,P76,en,foot,1
CogMisp24,NA,P76,en,giraffe,1
CogMisp24,NA,P76,en,monkey,1
CogMisp24,NA,P76,en,mouth,1
CogMisp24,NA,P76,en,pizza,1
CogMisp24,NA,P76,en,table,1
CogMisp24,NA,P76,en,window,1
CogMisp24,NA,P76,fr,banane,1
CogMisp24,NA,P76,fr,bol,0
CogMisp24,NA,P76,fr,papillon,0
CogMisp24,NA,P76,fr,chocolat,0
CogMisp24,NA,P76,fr,biscuit,1
CogMisp24,NA,P76,fr,pied,1
CogMisp24,NA,P76,fr,girafe,1
CogMisp24,NA,P76,fr,singe,0
CogMisp24,NA,P76,fr,bouche,1
CogMisp24,NA,P76,fr,pizza,1
CogMisp24,NA,P76,fr,table,0
CogMisp24,NA,P76,fr,fenetre,0
CogMisp24,NA,P12,en,banana,1
CogMisp24,NA,P12,en,bowl,1
CogMisp24,NA,P12,en,butterfly,1
CogMisp24,NA,P12,en,chocolate,1
CogMisp24,NA,P12,en,cookie,1
CogMisp24,NA,P12,en,foot,1
CogMisp24,NA,P12,en,giraffe,1
CogMisp24,NA,P12,en,monkey,1
CogMisp24,NA,P12,en,mouth,1
CogMisp24,NA,P12,en,pizza,1
CogMisp24,NA,P12,en,table,1
CogMisp24,NA,P12,en,window,1
CogMisp24,NA,P12,fr,banane,1
CogMisp24,NA,P12,fr,bol,0
CogMisp24,NA,P12,fr,papillon,0
CogMisp24,NA,P12,fr,chocolat,0
CogMisp24,NA,P12,fr,biscuit,0
CogMisp24,NA,P12,fr,pied,0
CogMisp24,NA,P12,fr,girafe,0
CogMisp24,NA,P12,fr,singe,0
CogMisp24,NA,P12,fr,bouche,0
CogMisp24,NA,P12,fr,pizza,1
CogMisp24,NA,P12,fr,table,0
CogMisp24,NA,P12,fr,fenetre,0
CogMisp24,NA,P33,en,banana,1
CogMisp24,NA,P33,en,bowl,1
CogMisp24,NA,P33,en,butterfly,1
CogMisp24,NA,P33,en,chocolate,1
CogMisp24,NA,P33,en,cookie,1
CogMisp24,NA,P33,en,foot,1
CogMisp24,NA,P33,en,giraffe,1
CogMisp24,NA,P33,en,monkey,1
CogMisp24,NA,P33,en,mouth,1
CogMisp24,NA,P33,en,pizza,1
CogMisp24,NA,P33,en,table,1
CogMisp24,NA,P33,en,window,1
CogMisp24,NA,P33,fr,banane,1
CogMisp24,NA,P33,fr,bol,1
CogMisp24,NA,P33,fr,papillon,1
CogMisp24,NA,P33,fr,chocolat,1
CogMisp24,NA,P33,fr,biscuit,1
CogMisp24,NA,P33,fr,pied,1
CogMisp24,NA,P33,fr,girafe,1
CogMisp24,NA,P33,fr,singe,1
CogMisp24,NA,P33,fr,bouche,1
CogMisp24,NA,P33,fr,pizza,1
CogMisp24,NA,P33,fr,table,1
CogMisp24,NA,P33,fr,fenetre,1
CogMisp24,NA,P08,en,banana,1
CogMisp24,NA,P08,en,bowl,1
CogMisp24,NA,P08,en,butterfly,1
CogMisp24,NA,P08,en,chocolate,1
CogMisp24,NA,P08,en,cookie,1
CogMisp24,NA,P08,en,foot,1
CogMisp24,NA,P08,en,giraffe,1
CogMisp24,NA,P08,en,monkey,1
CogMisp24,NA,P08,en,mouth,1
CogMisp24,NA,P08,en,pizza,1
CogMisp24,NA,P08,en,table,1
CogMisp24,NA,P08,en,window,1
CogMisp24,NA,P08,fr,banane,1
CogMisp24,NA,P08,fr,bol,1
CogMisp24,NA,P08,fr,papillon,1
CogMisp24,NA,P08,fr,chocolat,1
CogMisp24,NA,P08,fr,biscuit,1
CogMisp24,NA,P08,fr,pied,1
CogMisp24,NA,P08,fr,girafe,1
CogMisp24,NA,P08,fr,singe,1
CogMisp24,NA,P08,fr,bouche,1
CogMisp24,NA,P08,fr,pizza,1
CogMisp24,NA,P08,fr,table,1
CogMisp24,NA,P08,fr,fenetre,1
CogMisp24,NA,P41,en,banana,1
CogMisp24,NA,P41,en,bowl,1
CogMisp24,NA,P41,en,butterfly,1
CogMisp24,NA,P41,en,chocolate,1
CogMisp24,NA,P41,en,cookie,1
CogMisp24,NA,P41,en,foot,1
CogMisp24,NA,P41,en,giraffe,1
CogMisp24,NA,P41,en,monkey,1
CogMisp24,NA,P41,en,mouth,1
CogMisp24,NA,P41,en,pizza,1
CogMisp24,NA,P41,en,table,1
CogMisp24,NA,P41,en,window,1
CogMisp24,NA,P41,fr,banane,0
CogMisp24,NA,P41,fr,bol,0
CogMisp24,NA,P41,fr,papillon,0
CogMisp24,NA,P41,fr,chocolat,1
CogMisp24,NA,P41,fr,biscuit,0
CogMisp24,NA,P41,fr,pied,0
CogMisp24,NA,P41,fr,girafe,0
CogMisp24,NA,P41,fr,singe,0
CogMisp24,NA,P41,fr,bouche,0
CogMisp24,NA,P41,fr,pizza,1
CogMisp24,NA,P41,fr,table,0
CogMisp24,NA,P41,fr,fenetre,0
CogMisp24,NA,P03,en,banana,1
CogMisp24,NA,P03,en,bowl,1
CogMisp24,NA,P03,en,butterfly,1
CogMisp24,NA,P03,en,chocolate,1
CogMisp24,NA,P03,en,cookie,1
CogMisp24,NA,P03,en,foot,1
CogMisp24,NA,P03,en,giraffe,1
CogMisp24,NA,P03,en,monkey,1
CogMisp24,NA,P03,en,mouth,1
CogMisp24,NA,P03,en,pizza,1
CogMisp24,NA,P03,en,table,1
CogMisp24,NA,P03,en,window,1
CogMisp24,NA,P03,fr,banane,1
CogMisp24,NA,P03,fr,bol,0
CogMisp24,NA,P03,fr,papillon,1
CogMisp24,NA,P03,fr,chocolat,1
CogMisp24,NA,P03,fr,biscuit,1
CogMisp24,NA,P03,fr,pied,1
CogMisp24,NA,P03,fr,girafe,0
CogMisp24,NA,P03,fr,singe,0
CogMisp24,NA,P03,fr,bouche,0
CogMisp24,NA,P03,fr,pizza,1
CogMisp24,NA,P03,fr,table,1
CogMisp24,NA,P03,fr,fenetre,1
CogMisp24,NA,P01,en,banana,1
CogMisp24,NA,P01,en,bowl,1
CogMisp24,NA,P01,en,butterfly,1
CogMisp24,NA,P01,en,chocolate,1
CogMisp24,NA,P01,en,cookie,1
CogMisp24,NA,P01,en,foot,1
CogMisp24,NA,P01,en,giraffe,1
CogMisp24,NA,P01,en,monkey,1
CogMisp24,NA,P01,en,mouth,1
CogMisp24,NA,P01,en,pizza,1
CogMisp24,NA,P01,en,table,1
CogMisp24,NA,P01,en,window,1
CogMisp24,NA,P01,fr,banane,1
CogMisp24,NA,P01,fr,bol,1
CogMisp24,NA,P01,fr,papillon,1
CogMisp24,NA,P01,fr,chocolat,1
CogMisp24,NA,P01,fr,biscuit,1
CogMisp24,NA,P01,fr,pied,1
CogMisp24,NA,P01,fr,girafe,1
CogMisp24,NA,P01,fr,singe,1
CogMisp24,NA,P01,fr,bouche,1
CogMisp24,NA,P01,fr,pizza,1
CogMisp24,NA,P01,fr,table,1
CogMisp24,NA,P01,fr,fenetre,0
CogMisp24,NA,P17,en,banana,1
CogMisp24,NA,P17,en,bowl,1
CogMisp24,NA,P17,en,butterfly,1
CogMisp24,NA,P17,en,chocolate,1
CogMisp24,NA,P17,en,cookie,1
CogMisp24,NA,P17,en,foot,1
CogMisp24,NA,P17,en,giraffe,1
CogMisp24,NA,P17,en,monkey,1
CogMisp24,NA,P17,en,mouth,1
CogMisp24,NA,P17,en,pizza,1
CogMisp24,NA,P17,en,table,1
CogMisp24,NA,P17,en,window,1
CogMisp24,NA,P17,fr,banane,0
CogMisp24,NA,P17,fr,bol,0
CogMisp24,NA,P17,fr,papillon,0
CogMisp24,NA,P17,fr,chocolat,0
CogMisp24,NA,P17,fr,biscuit,0
CogMisp24,NA,P17,fr,pied,0
CogMisp24,NA,P17,fr,girafe,0
CogMisp24,NA,P17,fr,singe,0
CogMisp24,NA,P17,fr,bouche,0
CogMisp24,NA,P17,fr,pizza,0
CogMisp24,NA,P17,fr,table,0
CogMisp24,NA,P17,fr,fenetre,0
CogMisp24,NA,P28,en,banana,1
CogMisp24,NA,P28,en,bowl,1
CogMisp24,NA,P28,en,butterfly,0
CogMisp24,NA,P28,en,chocolate,0
CogMisp24,NA,P28,en,cookie,1
CogMisp24,NA,P28,en,foot,0
CogMisp24,NA,P28,en,giraffe,1
CogMisp24,NA,P28,en,monkey,0
CogMisp24,NA,P28,en,mouth,1
CogMisp24,NA,P28,en,pizza,1
CogMisp24,NA,P28,en,table,1
CogMisp24,NA,P28,en,window,0
CogMisp24,NA,P28,fr,banane,1
CogMisp24,NA,P28,fr,bol,1
CogMisp24,NA,P28,fr,papillon,1
CogMisp24,NA,P28,fr,chocolat,0
CogMisp24,NA,P28,fr,biscuit,1
CogMisp24,NA,P28,fr,pied,1
CogMisp24,NA,P28,fr,girafe,1
CogMisp24,NA,P28,fr,singe,1
CogMisp24,NA,P28,fr,bouche,1
CogMisp24,NA,P28,fr,pizza,1
CogMisp24,NA,P28,fr,table,1
CogMisp24,NA,P28,fr,fenetre,1
CogMisp24,NA,P59,en,banana,1
CogMisp24,NA,P59,en,bowl,1
CogMisp24,NA,P59,en,butterfly,1
CogMisp24,NA,P59,en,chocolate,1
CogMisp24,NA,P59,en,cookie,1
CogMisp24,NA,P59,en,foot,1
CogMisp24,NA,P59,en,giraffe,1
CogMisp24,NA,P59,en,monkey,1
CogMisp24,NA,P59,en,mouth,1
CogMisp24,NA,P59,en,pizza,1
CogMisp24,NA,P59,en,table,1
CogMisp24,NA,P59,en,window,1
CogMisp24,NA,P59,fr,banane,1
CogMisp24,NA,P59,fr,bol,1
CogMisp24,NA,P59,fr,papillon,1
CogMisp24,NA,P59,fr,chocolat,1
CogMisp24,NA,P59,fr,biscuit,1
CogMisp24,NA,P59,fr,pied,1
CogMisp24,NA,P59,fr,girafe,1
CogMisp24,NA,P59,fr,singe,1
CogMisp24,NA,P59,fr,bouche,1
CogMisp24,NA,P59,fr,pizza,1
CogMisp24,NA,P59,fr,table,1
CogMisp24,NA,P59,fr,fenetre,1
CogMisp24,NA,P06,en,banana,1
CogMisp24,NA,P06,en,bowl,1
CogMisp24,NA,P06,en,butterfly,1
CogMisp24,NA,P06,en,chocolate,1
CogMisp24,NA,P06,en,cookie,1
CogMisp24,NA,P06,en,foot,1
CogMisp24,NA,P06,en,giraffe,1
CogMisp24,NA,P06,en,monkey,1
CogMisp24,NA,P06,en,mouth,1
CogMisp24,NA,P06,en,pizza,1
CogMisp24,NA,P06,en,table,1
CogMisp24,NA,P06,en,window,0
CogMisp24,NA,P06,fr,banane,1
CogMisp24,NA,P06,fr,bol,1
CogMisp24,NA,P06,fr,papillon,0
CogMisp24,NA,P06,fr,chocolat,1
CogMisp24,NA,P06,fr,biscuit,1
CogMisp24,NA,P06,fr,pied,1
CogMisp24,NA,P06,fr,girafe,1
CogMisp24,NA,P06,fr,singe,0
CogMisp24,NA,P06,fr,bouche,1
CogMisp24,NA,P06,fr,pizza,1
CogMisp24,NA,P06,fr,table,1
CogMisp24,NA,P06,fr,fenetre,0
CogMisp24,NA,P46,en,banana,1
CogMisp24,NA,P46,en,bowl,1
CogMisp24,NA,P46,en,butterfly,1
CogMisp24,NA,P46,en,chocolate,1
CogMisp24,NA,P46,en,cookie,1
CogMisp24,NA,P46,en,foot,1
CogMisp24,NA,P46,en,giraffe,1
CogMisp24,NA,P46,en,monkey,1
CogMisp24,NA,P46,en,mouth,1
CogMisp24,NA,P46,en,pizza,1
CogMisp24,NA,P46,en,table,1
CogMisp24,NA,P46,en,window,1
CogMisp24,NA,P46,fr,banane,1
CogMisp24,NA,P46,fr,bol,1
CogMisp24,NA,P46,fr,papillon,0
CogMisp24,NA,P46,fr,chocolat,1
CogMisp24,NA,P46,fr,biscuit,0
CogMisp24,NA,P46,fr,pied,0
CogMisp24,NA,P46,fr,girafe,1
CogMisp24,NA,P46,fr,singe,0
CogMisp24,NA,P46,fr,bouche,0
CogMisp24,NA,P46,fr,pizza,1
CogMisp24,NA,P46,fr,table,0
CogMisp24,NA,P46,fr,fenetre,0
CogMisp24,NA,P30,en,banana,1
CogMisp24,NA,P30,en,bowl,1
CogMisp24,NA,P30,en,butterfly,1
CogMisp24,NA,P30,en,chocolate,1
CogMisp24,NA,P30,en,cookie,1
CogMisp24,NA,P30,en,foot,1
CogMisp24,NA,P30,en,giraffe,1
CogMisp24,NA,P30,en,monkey,1
CogMisp24,NA,P30,en,mouth,1
CogMisp24,NA,P30,en,pizza,1
CogMisp24,NA,P30,en,table,1
CogMisp24,NA,P30,en,window,1
CogMisp24,NA,P30,fr,banane,1
CogMisp24,NA,P30,fr,bol,0
CogMisp24,NA,P30,fr,papillon,0
CogMisp24,NA,P30,fr,chocolat,0
CogMisp24,NA,P30,fr,biscuit,0
CogMisp24,NA,P30,fr,pied,0
CogMisp24,NA,P30,fr,girafe,0
CogMisp24,NA,P30,fr,singe,0
CogMisp24,NA,P30,fr,bouche,0
CogMisp24,NA,P30,fr,pizza,0
CogMisp24,NA,P30,fr,table,0
CogMisp24,NA,P30,fr,fenetre,0
CogMisp24,NA,P45,en,banana,1
CogMisp24,NA,P45,en,bowl,1
CogMisp24,NA,P45,en,butterfly,1
CogMisp24,NA,P45,en,chocolate,0
CogMisp24,NA,P45,en,cookie,1
CogMisp24,NA,P45,en,foot,1
CogMisp24,NA,P45,en,giraffe,1
CogMisp24,NA,P45,en,monkey,1
CogMisp24,NA,P45,en,mouth,1
CogMisp24,NA,P45,en,pizza,1
CogMisp24,NA,P45,en,table,1
CogMisp24,NA,P45,en,window,0
CogMisp24,NA,P45,fr,banane,1
CogMisp24,NA,P45,fr,bol,1
CogMisp24,NA,P45,fr,papillon,0
CogMisp24,NA,P45,fr,chocolat,0
CogMisp24,NA,P45,fr,biscuit,0
CogMisp24,NA,P45,fr,pied,0
CogMisp24,NA,P45,fr,girafe,0
CogMisp24,NA,P45,fr,singe,0
CogMisp24,NA,P45,fr,bouche,1
CogMisp24,NA,P45,fr,pizza,1
CogMisp24,NA,P45,fr,table,0
CogMisp24,NA,P45,fr,fenetre,0
CogMisp24,NA,P47,en,banana,1
CogMisp24,NA,P47,en,bowl,1
CogMisp24,NA,P47,en,butterfly,0
CogMisp24,NA,P47,en,chocolate,0
CogMisp24,NA,P47,en,cookie,1
CogMisp24,NA,P47,en,foot,1
CogMisp24,NA,P47,en,giraffe,1
CogMisp24,NA,P47,en,monkey,1
CogMisp24,NA,P47,en,mouth,1
CogMisp24,NA,P47,en,pizza,1
CogMisp24,NA,P47,en,table,1
CogMisp24,NA,P47,en,window,1
CogMisp24,NA,P47,fr,banane,1
CogMisp24,NA,P47,fr,bol,1
CogMisp24,NA,P47,fr,papillon,1
CogMisp24,NA,P47,fr,chocolat,0
CogMisp24,NA,P47,fr,biscuit,1
CogMisp24,NA,P47,fr,pied,1
CogMisp24,NA,P47,fr,girafe,1
CogMisp24,NA,P47,fr,singe,1
CogMisp24,NA,P47,fr,bouche,1
CogMisp24,NA,P47,fr,pizza,1
CogMisp24,NA,P47,fr,table,1
CogMisp24,NA,P47,fr,fenetre,1
CogMisp24,NA,P61,en,banana,1
CogMisp24,NA,P61,en,bowl,1
CogMisp24,NA,P61,en,butterfly,1
CogMisp24,NA,P61,en,chocolate,1
CogMisp24,NA,P61,en,cookie,1
CogMisp24,NA,P61,en,foot,1
CogMisp24,NA,P61,en,giraffe,1
CogMisp24,NA,P61,en,monkey,1
CogMisp24,NA,P61,en,mouth,1
CogMisp24,NA,P61,en,pizza,1
CogMisp24,NA,P61,en,table,1
CogMisp24,NA,P61,en,window,1
CogMisp24,NA,P61,fr,banane,1
CogMisp24,NA,P61,fr,bol,1
CogMisp24,NA,P61,fr,papillon,1
CogMisp24,NA,P61,fr,chocolat,1
CogMisp24,NA,P61,fr,biscuit,1
CogMisp24,NA,P61,fr,pied,0
CogMisp24,NA,P61,fr,girafe,1
CogMisp24,NA,P61,fr,singe,0
CogMisp24,NA,P61,fr,bouche,1
CogMisp24,NA,P61,fr,pizza,1
CogMisp24,NA,P61,fr,table,1
CogMisp24,NA,P61,fr,fenetre,1
CogMisp24,NA,P58,en,banana,1
CogMisp24,NA,P58,en,bowl,1
CogMisp24,NA,P58,en,butterfly,1
CogMisp24,NA,P58,en,chocolate,1
CogMisp24,NA,P58,en,cookie,1
CogMisp24,NA,P58,en,foot,1
CogMisp24,NA,P58,en,giraffe,1
CogMisp24,NA,P58,en,monkey,1
CogMisp24,NA,P58,en,mouth,1
CogMisp24,NA,P58,en,pizza,1
CogMisp24,NA,P58,en,table,1
CogMisp24,NA,P58,en,window,1
CogMisp24,NA,P58,fr,banane,1
CogMisp24,NA,P58,fr,bol,1
CogMisp24,NA,P58,fr,papillon,1
CogMisp24,NA,P58,fr,chocolat,1
CogMisp24,NA,P58,fr,biscuit,1
CogMisp24,NA,P58,fr,pied,1
CogMisp24,NA,P58,fr,girafe,1
CogMisp24,NA,P58,fr,singe,1
CogMisp24,NA,P58,fr,bouche,1
CogMisp24,NA,P58,fr,pizza,1
CogMisp24,NA,P58,fr,table,1
CogMisp24,NA,P58,fr,fenetre,1
CogMisp24,NA,P68,en,banana,1
CogMisp24,NA,P68,en,bowl,1
CogMisp24,NA,P68,en,butterfly,1
CogMisp24,NA,P68,en,chocolate,1
CogMisp24,NA,P68,en,cookie,1
CogMisp24,NA,P68,en,foot,1
CogMisp24,NA,P68,en,giraffe,1
CogMisp24,NA,P68,en,monkey,1
CogMisp24,NA,P68,en,mouth,1
CogMisp24,NA,P68,en,pizza,1
CogMisp24,NA,P68,en,table,1
CogMisp24,NA,P68,en,window,0
CogMisp24,NA,P68,fr,banane,1
CogMisp24,NA,P68,fr,bol,1
CogMisp24,NA,P68,fr,papillon,1
CogMisp24,NA,P68,fr,chocolat,1
CogMisp24,NA,P68,fr,biscuit,1
CogMisp24,NA,P68,fr,pied,1
CogMisp24,NA,P68,fr,girafe,1
CogMisp24,NA,P68,fr,singe,1
CogMisp24,NA,P68,fr,bouche,1
CogMisp24,NA,P68,fr,pizza,1
CogMisp24,NA,P68,fr,table,1
CogMisp24,NA,P68,fr,fenetre,1
CogMisp24,NA,P05,en,banana,1
CogMisp24,NA,P05,en,bowl,0
CogMisp24,NA,P05,en,butterfly,1
CogMisp24,NA,P05,en,chocolate,1
CogMisp24,NA,P05,en,cookie,1
CogMisp24,NA,P05,en,foot,0
CogMisp24,NA,P05,en,giraffe,1
CogMisp24,NA,P05,en,monkey,1
CogMisp24,NA,P05,en,mouth,1
CogMisp24,NA,P05,en,pizza,1
CogMisp24,NA,P05,en,table,1
CogMisp24,NA,P05,en,window,0
CogMisp24,NA,P05,fr,banane,1
CogMisp24,NA,P05,fr,bol,1
CogMisp24,NA,P05,fr,papillon,1
CogMisp24,NA,P05,fr,chocolat,1
CogMisp24,NA,P05,fr,biscuit,1
CogMisp24,NA,P05,fr,pied,1
CogMisp24,NA,P05,fr,girafe,1
CogMisp24,NA,P05,fr,singe,0
CogMisp24,NA,P05,fr,bouche,1
CogMisp24,NA,P05,fr,pizza,1
CogMisp24,NA,P05,fr,table,1
CogMisp24,NA,P05,fr,fenetre,1
CogMisp24,NA,P37,en,banana,1
CogMisp24,NA,P37,en,bowl,1
CogMisp24,NA,P37,en,butterfly,1
CogMisp24,NA,P37,en,chocolate,1
CogMisp24,NA,P37,en,cookie,1
CogMisp24,NA,P37,en,foot,1
CogMisp24,NA,P37,en,giraffe,1
CogMisp24,NA,P37,en,monkey,1
CogMisp24,NA,P37,en,mouth,1
CogMisp24,NA,P37,en,pizza,1
CogMisp24,NA,P37,en,table,1
CogMisp24,NA,P37,en,window,1
CogMisp24,NA,P37,fr,banane,1
CogMisp24,NA,P37,fr,bol,1
CogMisp24,NA,P37,fr,papillon,1
CogMisp24,NA,P37,fr,chocolat,1
CogMisp24,NA,P37,fr,biscuit,1
